id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
13465,1377,ungm,Achats des articles non alimentaire pour les intervention à l'Est du Tchad,Chad,"[""Social Protection & Poverty Reduction"", ""Agriculture & Food Security""]",Others,,,7,open,procurement,Invitation for Bids,,IOM,IOM,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Chad(tier1=3.0) | funding_agency=IOM(1.0) | deadline=7d(very_urgent=3.0) | TOTAL=11.0/13.0 → NO GO
13466,1378,ungm,"Appui à la préparation et à la tenue de la revue sectorielle de l’éducation, mise à jour des outils de planification et facilitation de la participation du Congo à la campagne du PME",Congo,"[""Education & Training""]",CONSULTING,,,7,open,procurement,Request for Proposals,,UNESCO,UNESCO,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Congo(tier1=3.0) | funding_agency=UNESCO(2.0) | deadline=7d(very_urgent=3.0) | TOTAL=13.0/13.0 → GO
13467,1379,ungm,INVITATION FOR EXPRESSION OF INTEREST FOR PREQUALIFICATION FOR PRE-DELIVERY INSPECTION SERVICES,Ethiopia,"[""Risk & Compliance""]",Others,,,8,open,procurement,Expression of Interest,,UNICEF,UNICEF,nlp_complete,1,proc_group=OTHERS(1.5) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Ethiopia(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=8d(very_urgent=3.0) | TOTAL=13.0/13.0 → GO
13468,1380,ungm,Procurement of Delivery and heavy-duty vehicles,Multiple Destinations,"[""Transport & Logistics""]",GOODS,,,22,open,procurement,Invitation for Bids,,IFC,IFC,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=IFC(unknown=1.0) | deadline=22d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
13469,1381,ungm,Provision of Explosive Ordnance Risk Education (EORE) to vulnerable communities in the Kharkiv oblast of Ukraine,Ukraine,"[""Risk & Compliance""]",GOODS,,,13,open,procurement,Request for Proposals,,UNOPS,UNOPS,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Ukraine(tier2=2.0) | funding_agency=UNOPS(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13470,1382,ungm,Invitation à soumissionner pour la fourniture d'articles non alimentaires,Chad,"[""Agriculture & Food Security""]",GOODS,,,1,open,procurement,Invitation for Bids,,IOM,IOM,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Chad(tier1=3.0) | funding_agency=IOM(1.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13471,1383,ungm,Water Conservation package development and training of teachers and school children,Uzbekistan,"[""Education & Training""]",Others,,,1,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Uzbekistan(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13472,1384,ungm,Long Term Agreements (LTAs) of Communication Professionals and Companies for UNICEF Romania activities,Romania,"[""Marketing & Customer Experience""]",Others,,,0,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Romania(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13473,1385,ungm,Achat des Kits wash pour les bénéficiaires de la province du Lac,Chad,"[""Water, Sanitation & Waste""]",GOODS,,,0,open,procurement,Invitation for Bids,,IOM,IOM,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Chad(tier1=3.0) | funding_agency=IOM(1.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)"
13474,1386,ungm,"Provision of Capacity Building Program for Faculty and Curriculum Development: Master’s Program in Monitoring, Evaluation, Accountability and Learning (MEAL) as fully detailed in the attached TOR",Palestine,"[""Education & Training""]",CONSULTING,,,0,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Palestine(tier2=2.0) | funding_agency=UNICEF(1.5) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13475,1387,ungm,Zakat and Waqf Study in Nigeria,Multiple Destinations,"[""Others""]",CONSULTING,,,0,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13476,1388,ungm,Development and pilot implementation of Digital Safekeeping,United States Of America,"[""Digital Transformation""]",Others,,,6,open,procurement,Request for Proposals,,UNFPA,UNFPA,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=United States Of America(tier3=1.0) | funding_agency=UNFPA(2.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13477,1389,ungm,"Transcription, Production and Distribution of the Braille LSHE Framework",Zambia,"[""Others""]",Others,,,2,open,procurement,Invitation for Bids,,UNESCO,UNESCO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Others(0.0) | budget=unknown(1.0) | country=Zambia(tier1=3.0) | funding_agency=UNESCO(2.0) | deadline=2d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13478,1390,ungm,"PRESTATAIRES DE SERVICES D'ENTREPOSAGE, DE GESTION DES STOCKS ET DE DISTRIBUTION DES PRODUITS DE SANTÉ EN RDC",Congo,"[""Health & Life Sciences""]",Others,,,0,open,procurement,Request for Proposals,,UNFPA,UNFPA,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Congo(tier1=3.0) | funding_agency=UNFPA(2.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13479,1391,ungm,"Provision of Mailing/Tracking Software License/Subscription/Maintenance, Equipment Rental/Maintenance Services, and Purchases of Devices/Consumable Supplies",Multiple Destinations,"[""Risk & Compliance""]",NON-CONSULTING,,,3,open,procurement,Expression of Interest,,UN Secretariat,UN Secretariat,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=UN Secretariat(unknown=1.0) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13480,1392,ungm,Acordo de Longo Prazo (LTA) para a prestação de serviços de planejamento e compra de espaço de mídia para campanha de arrecadação de recursos por DRTV,Brazil,"[""Marketing & Customer Experience""]",GOODS,,,0,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Brazil(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13481,1393,ungm,"Perforación de pozo en la Planta Potabilizadora Casigua El Cubo, Municipio Jesús María Semprúm del Estado Zulia",Venezuela,"[""Mining & Natural Resources""]",Others,,,0,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Mining & Natural Resources(1.0) | budget=unknown(1.0) | country=Venezuela(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13482,1394,ungm,Recruitment of Lead HIV Program Consultant to support the development of Côte d’Ivoire’s grant application to the GC8,Multiple Destinations,"[""Others""]",CONSULTING,,,6,open,procurement,Request for Quotation,,UNAIDS,UNAIDS,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Multiple Destinations(tier3=1.0) | funding_agency=UNAIDS(unknown=1.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13483,1395,ungm,Implementing Partner to co-design and implement the International Labour Organization’s Integrated I-UPSHIFT programme in Amhara Region and Benishangul Gumuz Regions in Refugee Camps,Ethiopia,"[""Social Protection & Poverty Reduction""]",Others,,,1,open,procurement,Expression of Interest,,ILO,ILO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Ethiopia(tier1=3.0) | funding_agency=ILO(3.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13484,1396,ungm,Organization/Company or Consortium to assess women s inclusion in agriculture,Republic of Moldova,"[""Agriculture & Food Security""]",Others,,,6,open,procurement,Request for Proposals,,UN-Women,UN-Women,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Republic of Moldova(tier2=2.0) | funding_agency=UN-Women(unknown=1.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13485,1397,ungm,Provision of Short Messaging Services (SMS) and Viber Messaging Services for the Private Sector Partnerships of United Nations High Commissioner for Refugees Philippines,Philippines,"[""Telecommunications"", ""Social Protection & Poverty Reduction""]",GOODS,,,4,open,procurement,Request for Quotation,,UNHCR,UNHCR,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Philippines(tier3=1.0) | funding_agency=UNHCR(1.5) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13486,1398,ungm,IRQ - UNHCR ITB 2665 - INVITATION TO BID FOR THE ESTABLISHMENT OF A FRAME AGREEMENT FOR THE SUPPLY OF AND DELIVERY OF KEROSENE JERRYCANS IN IRAQ FOR THE DURTATION OF TWO YEARS (1+1),Iraq,"[""Others""]",GOODS,,,3,open,procurement,Invitation for Bids,,UNHCR,UNHCR,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Iraq(tier2=2.0) | funding_agency=UNHCR(1.5) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13487,1399,ungm,Consultation pour la réalisation d’une étude rétrospective des décès maternels et néonatals (2020–2025) dans la région de Béni Mellal–Khénifra,Morocco,"[""Health & Life Sciences""]",CONSULTING,,,6,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Morocco(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13488,1400,ungm,"Purpose; Purchase of services related to Assessment for Fishery Cooperative Selection, Organizational Review, and Land Law Analysis in Puntland for a project in Somalia",Somalia,"[""Mining & Natural Resources"", ""Agriculture & Food Security""]",GOODS,,,7,open,procurement,Request for Quotation,,UNIDO,UNIDO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Mining & Natural Resources(1.0) | budget=unknown(1.0) | country=Somalia(tier1=3.0) | funding_agency=UNIDO(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13489,1401,ungm,BEHAVIORAL STUDY IN VACCINATION IN GUINEA BISSAU,Guinea-Bissau,"[""Health & Life Sciences""]",CONSULTING,,,5,open,procurement,Request for Quotation,,UNICEF,UNICEF,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Guinea-Bissau(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13490,1402,ungm,"Lease of Office Space in Villavicencio, Colombia",Colombia,"[""Others""]",NON-CONSULTING,,,4,open,procurement,Expression of Interest,,UN Secretariat,UN Secretariat,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Colombia(tier3=1.0) | funding_agency=UN Secretariat(unknown=1.0) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13491,1403,ungm,Purpose: services related to the design and implementation of digital communication campaigns,Tunisia,"[""Marketing & Customer Experience""]",Others,,,8,open,procurement,Request for Quotation,,UNIDO,UNIDO,nlp_complete,1,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Tunisia(tier1=3.0) | funding_agency=UNIDO(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=13.5/13.0 → GO
13492,1404,ungm,"Thematic research on the impact of decrees on women and girls, and their experie",Afghanistan,"[""Justice & Rule of Law""]",CONSULTING,,,7,open,procurement,Request for Proposals,,UN-Women,UN-Women,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Justice & Rule of Law(1.5) | budget=unknown(1.0) | country=Afghanistan(tier3=1.0) | funding_agency=UN-Women(unknown=1.0) | deadline=7d(very_urgent=3.0) | TOTAL=10.5/13.0 → NO GO
13493,1405,ungm,Carrying out a benchmarking exercise for the CJFR (Centre de la Jeune Fille rurale),Tunisia,"[""Business Strategy & Performance""]",Others,,,7,open,procurement,Request for Quotation,,UNIDO,UNIDO,nlp_complete,1,proc_group=OTHERS(1.5) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Tunisia(tier1=3.0) | funding_agency=UNIDO(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=14.5/13.0 → GO
13494,1406,ungm,Purpose: purchase of services related to digital marketing and content production services for eight boutiques,Tunisia,"[""Marketing & Customer Experience""]",GOODS,,,7,open,procurement,Request for Quotation,,UNIDO,UNIDO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Tunisia(tier1=3.0) | funding_agency=UNIDO(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13495,1407,ungm,RFQ2026-02 EoI Sistema de Medición y Monitoreo Alfabetización Inicial,Colombia,"[""Data, AI & Analytics""]",GOODS,,,14,open,procurement,Expression of Interest,,UNICEF,UNICEF,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Data, AI & Analytics(2.0) | budget=unknown(1.0) | country=Colombia(tier3=1.0) | funding_agency=UNICEF(1.5) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
13496,1408,ungm,"005 Servicio de transporte fluvial de carga y de pasajeros para los departamentos de Antioquia,Caquetá,Córdoba, Nariño y Putumayo",Colombia,"[""Transport & Logistics""]",CONSULTING,,,13,open,procurement,Expression of Interest,,IOM,IOM,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Colombia(tier3=1.0) | funding_agency=IOM(1.0) | deadline=13d(very_urgent=3.0) | TOTAL=10.0/13.0 → NO GO
13497,1409,ungm,UNICEF New Water Sources for Damascus Metropolitan - Provide proper Safe water to the affected people in Damascus and Rural Damascus,Syrian Arab Republic,"[""Water, Sanitation & Waste""]",Others,,,10,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,"proc_group=OTHERS(1.5) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Syrian Arab Republic(tier2=2.0) | funding_agency=UNICEF(1.5) | deadline=10d(very_urgent=3.0) | TOTAL=10.0/13.0 → NO GO"
13498,1410,ungm,PROVISION OF EVENT FACILITATION SERVICES FOR UNHCR SUDAN IN KHARTOUM,Sudan,"[""Others""]",CONSULTING,,,12,open,procurement,Request for Quotation,,UNHCR,UNHCR,nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Others(0.0) | budget=unknown(1.0) | country=Sudan(tier1=3.0) | funding_agency=UNHCR(1.5) | deadline=12d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
13499,1411,ungm,PROVISION OF CONFERENCE SERVICES INCLUSIVE OF CATERIMG SERVICES FOR UNHCR SUDAN OPERATION IN PORT SUDAN AND KHARTOUM,Sudan,"[""Health & Life Sciences""]",NON-CONSULTING,,,12,open,procurement,Request for Quotation,,UNHCR,UNHCR,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Sudan(tier1=3.0) | funding_agency=UNHCR(1.5) | deadline=12d(very_urgent=3.0) | TOTAL=10.5/13.0 → NO GO
13500,1412,ungm,New Water Sources for Damascus Metropolitan - Provide proper Safe water to the affected people in Damascus and Rural Damascus,Syrian Arab Republic,"[""Water, Sanitation & Waste""]",Others,,,10,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,"proc_group=OTHERS(1.5) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Syrian Arab Republic(tier2=2.0) | funding_agency=UNICEF(1.5) | deadline=10d(very_urgent=3.0) | TOTAL=10.0/13.0 → NO GO"
13501,1413,ungm,Servicios de vales electrónicos/físicos para canje en supermercados,Guatemala,"[""Marketing & Customer Experience"", ""Digital Transformation""]",Others,,,13,open,procurement,Request for Quotation,,IOM,IOM,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Guatemala(tier3=1.0) | funding_agency=IOM(1.0) | deadline=13d(very_urgent=3.0) | TOTAL=10.5/13.0 → NO GO
13502,1414,ungm,"Rehabilitation and Climate-Resilient Upgrading of Essential Infrastructure in Primary Health Care Centers (PHCs) , with focus on Climate-Resilient WASH Systems",Sudan,"[""Environment & Climate""]",WORKS,,,12,open,procurement,Request for Proposals,,UNICEF,UNICEF,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Sudan(tier1=3.0) | funding_agency=UNICEF(1.5) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13503,1415,ungm,"Provision of Bulk Fuel-Aviation Fuel (JETA1) and Ground Fuel (Diesel) for UNSOS in Mogadishu, Somalia",Somalia,"[""Others""]",GOODS,,,14,open,procurement,Expression of Interest,,UN Secretariat,UN Secretariat,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Somalia(tier1=3.0) | funding_agency=UN Secretariat(unknown=1.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13504,1416,ungm,Supply of agro-processing equipment to support MSMEs in Jamaica (THIS UNIDO TENDER IS RESTRICTED TO BIDDERS LOCATED IN JAPAN),Jamaica,"[""Agriculture & Food Security"", ""Enterprise IT & Systems Implementation""]",GOODS,,,14,open,procurement,Invitation for Bids,,UNIDO,UNIDO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Jamaica(tier3=1.0) | funding_agency=UNIDO(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13505,1417,ungm,"Study, diagnosis, and design of a governance model for Rural Young Girls’ Centers (CJFR)",Tunisia,"[""Government Reform & Public Administration""]",CONSULTING,,,15,open,procurement,Request for Quotation,,UNIDO,UNIDO,nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Government Reform & Public Administration(3.0) | budget=unknown(1.0) | country=Tunisia(tier1=3.0) | funding_agency=UNIDO(3.0) | deadline=15d(urgent=2.0) | TOTAL=15.0/13.0 → GO
13506,1418,ungm,"Conference & Accommodation Packages for Young Women Leadership Training, Lae",Papua New Guinea,"[""Education & Training""]",Others,,,14,open,procurement,Request for Quotation,,UN-Women,UN-Women,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Education & Training(1.0) | budget=unknown(1.0) | country=Papua New Guinea(tier3=1.0) | funding_agency=UN-Women(unknown=1.0) | deadline=14d(very_urgent=3.0) | TOTAL=8.5/13.0 → NO GO
13507,1419,ungm,"Provision of Conference venue, Equipment hire for the National Statistics Indicator Framework (NSIF) workshop 22nd, 23rd, 24th April 2026",Papua New Guinea,"[""Data, AI & Analytics""]",GOODS,,,14,open,procurement,Request for Quotation,,UNFPA,UNFPA,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Data, AI & Analytics(2.0) | budget=unknown(1.0) | country=Papua New Guinea(tier3=1.0) | funding_agency=UNFPA(2.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
13508,1420,ungm,Provision of Professional Service Provider for Organizing the Knowledge‑Sharing,China,"[""Marketing & Customer Experience""]",GOODS,,,14,open,procurement,Request for Quotation,,UN-Women,UN-Women,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=China(tier3=1.0) | funding_agency=UN-Women(unknown=1.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13509,1421,ungm,RFQ - Photo and Video Documentary on Women’s Resilience Models in Nusa Tenggara,Indonesia,"[""Environment & Climate"", ""Social Protection & Poverty Reduction""]",GOODS,,,15,open,procurement,Request for Quotation,,UN-Women,UN-Women,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Indonesia(tier3=1.0) | funding_agency=UN-Women(unknown=1.0) | deadline=15d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
13510,1422,ungm,Provision of Car wash service,Liberia,"[""Water, Sanitation & Waste""]",GOODS,,,14,open,procurement,Request for Quotation,,UN-Women,UN-Women,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Liberia(tier1=3.0) | funding_agency=UN-Women(unknown=1.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
13511,1423,ungm,EPP-RFQ-HTCO-23878-26-2102288(GDV) Achat de laptop et telephones,Haiti,"[""Telecommunications""]",GOODS,,,18,open,procurement,Request for Quotation,,UNOPS,UNOPS,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Telecommunications(1.0) | budget=unknown(1.0) | country=Haiti(tier3=1.0) | funding_agency=UNOPS(3.0) | deadline=18d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
13512,1424,ungm,ADQUISICION DE INSUMOS AGRICOLAS. PROYECTO SALVA,Cuba,"[""Others""]",GOODS,,,4,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Cuba(tier3=1.0) | funding_agency=FAO(1.0) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13513,1425,ungm,ADQUISICION DE SISTEMA PARA PRODUCCION DE PECES Y VEGETALES. PROYECTO SALVA,Cuba,"[""Agriculture & Food Security""]",GOODS,,,4,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Cuba(tier3=1.0) | funding_agency=FAO(1.0) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13514,1426,ungm,Procurement of fertilizers for Togo,Togo,"[""Agriculture & Food Security""]",GOODS,,,8,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Togo(tier1=3.0) | funding_agency=FAO(1.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
13515,1427,ungm,ADQUISICION DE EQUIPOS DE LABORATORIOS. PROYECTO SALVA,Cuba,"[""Others""]",GOODS,,,6,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Cuba(tier3=1.0) | funding_agency=FAO(1.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13516,1428,ungm,136234 SEMILLA VEGETATIVA (ESTACAS) DE CAÑA PANELERA CHOCO,Colombia,"[""Others""]",Others,,,9,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Others(0.0) | budget=unknown(1.0) | country=Colombia(tier3=1.0) | funding_agency=FAO(1.0) | deadline=9d(very_urgent=3.0) | TOTAL=7.5/13.0 → NO GO
13517,1429,ungm,ADQUISICION DE MAQUINARIAS AGRICOLAS 2026.PROYECTO MAS-DESIRA,Cuba,"[""Others""]",GOODS,,,4,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Cuba(tier3=1.0) | funding_agency=FAO(1.0) | deadline=4d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13518,1430,ungm,Provision of assets Insurance coverage against all risks under an LTA for 1 year,Burundi,"[""Risk & Compliance""]",NON-CONSULTING,,,1,open,procurement,Request for Quotation,,IOM,IOM,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Burundi(tier1=3.0) | funding_agency=IOM(1.0) | deadline=1d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
13519,1431,ungm,Global Long-Term Agreement for Emergency Trauma Bags (ETBs),Italy,"[""Risk & Compliance""]",Others,,,7,open,procurement,Invitation for Bids,,FAO,FAO,nlp_complete,0,proc_group=OTHERS(1.5) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Italy(tier3=1.0) | funding_agency=FAO(1.0) | deadline=7d(very_urgent=3.0) | TOTAL=10.5/13.0 → NO GO
