id,portal,title,status,tokens,error,scope_summary,project_program,financing_instrument,bid_process_type,contract_duration_months,eligibility_summary,specific_areas,submission_process
2317,worldbank,Second Water Sector Institutional Development Project,ok,1866,,"The procurement involves the supply of Water Supply Network Accessories for the Huambo Utility. The main tasks include providing necessary accessories to enhance water supply services. The geographic scope is specifically focused on Huambo, Angola. Bidders must comply with the World Bank's procurement regulations. The beneficiary of this procurement is the Ministry of Energy and Water (MINEA) in Angola.",Second Water Sector Institutional Development Project — IBRD-87020/ IBRD-88760/ COFN-C1560,loan,single_envelope,,"• Open to all eligible Bidders
• Must comply with World Bank's Procurement Regulations
• Bid-Securing Declaration required","{""tags"": [""water_sanitation""], ""lots"": null}",Bids must be delivered physically to the specified address on or before 04th June 2026 at 10:00 am. Electronic bidding is not permitted. Bids will be publicly opened at the same time and location.
3074,worldbank,MSME Competitiveness Project,ok,2154,,"The procurement involves the supply of mass and pressure metrology equipment for the National Metrology Institute in the Republic of Moldova. The project is divided into three lots: Lot 1 includes high accuracy mass comparators, Lot 2 involves a robotic system for semi-automation of calibration of standard weights and balance for multichannel pipettes calibration, and Lot 3 focuses on the modernization of the INM pressure standard. Bidders can submit bids for one or multiple lots, and evaluation will be conducted on a per-lot basis. The procurement is part of the MSME Competitiveness Project funded by the World Bank.","MSME Competitiveness Project — IBRD 9423-MD, IDA 7174-MD",loan,two_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Bidders may bid for one or several lots
• Discounts allowed for multiple contracts","{""tags"": [""governance""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""Procurement of high accuracy mass comparators.""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""Procurement of Robotic system for semi automatization of calibration of standard weights 20 kg and Balance for Multichannel pipettes calibration.""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Modernization of the INM pressure standard.""}]}","Bids must be delivered in sealed envelopes to the specified address before June 05, 2026, at 14:00 local time. Electronic bidding is not permitted. Bids must include a Bid-Securing Declaration and will be opened publicly at the same time, with the technical part opened first."
2333,worldbank,Mozambique Northern Urban Development Project,ok,2327,,"Contratação de Empreitada para a Pavimentação do Corredor Rodoviário de Nacala-Porto, entre a Estrada N12 (Bairro Mathapué) e o Bairro Ontupaia, numa Extensão de 8,2Km. O objetivo é garantir o conforto e segurança dos cidadãos. O concurso está aberto a todos os concorrentes de países elegíveis, conforme definido no Regulamento de Aquisições do Banco Mundial. As propostas deverão ser válidas por no mínimo 90 dias e acompanhadas de uma garantia de proposta. A visita guiada ao local das obras está agendada para o dia 06 de Maio de 2026.",Projecto de Desenvolvimento Urbano do Norte de Moçambique — P175266,loan,single_envelope,,"• Média do volume anual de negócios dos últimos 3 anos deve ser no mínimo de MZN 1.500.000.000
• Pelo menos 1 contrato de natureza similar com valor mínimo de MZN 890.000.000 ou 2 contratos com valor mínimo de MZN 450.000.000 cada
• Possuir certidão de registo em atividade compatível com o objeto da contratação","{""tags"": [""urban_development""], ""lots"": null}","As propostas deverão ser entregues no Fundo para o Fomento de Habitação, FP, até as 10:00 horas do dia 05 de Junho de 2026. As propostas devem ser acompanhadas de uma garantia de proposta e serão abertas em sessão pública no mesmo endereço às 10:30 horas."
2574,worldbank,Access to Clean Resilient Electricity under the ASCENT Regional Program - Multi Programmatic Approac,ok,2231,,"The contract involves the construction of a Flood Protection System and Slope Protection System for the Contador Hydropower Plant. Key tasks include the installation of a drapery system of wire mesh for slope protection, removal of unstable rock blocks, and construction of a riprap for flood protection. The project is located in the Democratic Republic of São Tomé e Príncipe. Bidders must comply with the World Bank's procurement regulations. The beneficiary is the Agência Fiduciária e de Administração de Projectos (AFAP).",Access to Clean Resilient Electricity Project (ACRE) — IDA-E4800,loan,two_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Must provide a Bid Security of US$ 30,000
• Local Labour Method Statement required","{""tags"": [""energy""], ""lots"": null}","Bids must be submitted in sealed envelopes as per the two-envelope bidding process. A site visit is scheduled for 28 April at 9:30 a.m. at Contador HPP, with a meeting point at 8:30 a.m. All submissions must include the required bid security and local labour method statement."
3650,worldbank,Greater Cairo Air Pollution Management and Climate Change Project,ok,2247,,"The project involves developing and conducting specialized skills training on air quality management and climate change. The consultant will create two training programs based on identified modules, ensuring materials are comprehensive and cover relevant knowledge and practices. Training must be delivered in both English and Arabic, with adaptability for various learning environments. The consultant will also pilot the training programs, gather feedback, and make necessary adjustments before final delivery. The main activities will occur at 'Cairo House/EEAA' with practical sessions organized in consultation with EEAA.",Greater Cairo Air Pollution Management and Climate Change Project — P172548,loan,eoi_only,12,"• Environmental Academic Institution or Organization
• Experience in air quality management and climate change training
• Ability to deliver materials in English and Arabic
• Familiarity with national regulations and international standards","{""tags"": [""environment_social""], ""lots"": null}","Interested consultants should submit their expressions of interest in accordance with the guidelines set out in the notice. Submissions must be made in both English and Arabic, and firms may associate with others to enhance qualifications."
3774,worldbank,Africa Centres for Disease Control Support Program to Combat Current and Future Public Health Threat,ok,2254,,"The contract involves the supply and delivery of essential laboratory supplies and consumables to support the operational needs of the Africa CDC Reference Laboratory. The deliverables include laboratory plastic consumables, glassware, personal protective equipment, and plastic tubes. The supplies are to be delivered to the Africa CDC Office in Addis Ababa, Ethiopia. Bidders must comply with the World Bank's procurement regulations. The contract signing is expected to occur within 90 calendar days after the award.",Africa Centres for Disease Control Support Program to Combat Current and Future Public Health Threats Project (P178633),loan,single_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Must submit a Bid-Securing Declaration","{""tags"": [""health""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""Supply and delivery of Laboratory Plastic Consumables & Disposables""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""Supply and delivery of Laboratory Glassware & Reusable Labware""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Supply and delivery of Laboratory Personal Protective Equipment (PPE) and safety items""}, {""lot_number"": 4, ""lot_ref"": null, ""description"": ""Supply and delivery of Laboratory Plastic Tubes and Others""}]}","Bids must be delivered physically to the specified address on or before 8 June 2026, 3:00 P.M. Addis Ababa time. Electronic bidding is not permitted. Late bids will be rejected, and bids will be publicly opened at the same time in the presence of designated representatives."
3753,worldbank,Africa Centres for Disease Control Support Program to Combat Current and Future Public Health Threat,ok,2364,,"The contract involves the supply and delivery of electrical vehicles (EV) for the Africa CDC headquarters and minibuses for various regional collaborative centers. The deliverables include six lots, with specific quantities and locations for each lot. The project aims to enhance the mobility of the Africa CDC in combating public health threats. Bidders must comply with the World Bank's procurement regulations. The contract signing is expected to occur within 90 days after the award.",Africa Centres for Disease Control Support Program to Combat Current and Future Public Health Threats Project (P178633),loan,single_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Bids must include a Bid-Securing Declaration
• Bidders must comply with World Bank procurement regulations","{""tags"": [""health""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""Supply and Delivery of Electrical Vehicles (EV) for Africa CDC HQ""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""Supply and Delivery of Ambulance for Africa CDC HQ""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Supply and Delivery of Minibus for Eastern Collaborative Centers (ERCC)""}, {""lot_number"": 4, ""lot_ref"": null, ""description"": ""Supply and Delivery of Minibus for Western Collaborative Centers (WRCC)""}, {""lot_number"": 5, ""lot_ref"": null, ""description"": ""Supply and Delivery of Minibus for Southern Collaborative Centers (SRCC)""}, {""lot_number"": 6, ""lot_ref"": null, ""description"": ""Supply and Delivery of Minibus for Central Collaborative Centers (CRCC)""}]}","Bids must be delivered physically to the specified address on or before 8 June 2026, 3:00 PM Addis Ababa time. Electronic bidding is not permitted. Bids will be publicly opened at the same time and location in the presence of designated representatives and other attendees."
3079,worldbank,Enhancing the Social Protection System for Human Capital and Resilience Project,ok,2434,,"Aquisição de Material de Desportivo Comunitário no Âmbito do Capital Humano. O projeto inclui a compra de equipamentos para futebol, xadrez, basquetebol e ginástica. Os concorrentes devem apresentar propostas seladas para os diferentes lotes de material desportivo. O processo é conduzido sob as regras do Banco Mundial e está aberto a licitantes qualificados. As propostas devem ser entregues fisicamente até a data limite especificada.",Projecto de Reforço do Sistema de Protecção Social para o Capital Humano e a Resiliência – KWENDA II - BIRD - 9718-AO,loan,single_envelope,,"• Licitantes qualificados conforme Regulamentos de Aquisição do Banco Mundial
• Propostas devem ser entregues fisicamente
• Atrasos resultarão em rejeição das propostas","{""tags"": [""capacity_building""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""Equipamentos para Futebol""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""Material para Xadrez""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Equipamentos para Basketbol""}, {""lot_number"": 4, ""lot_ref"": null, ""description"": ""Equipamentos para Ginástica""}]}",As propostas devem ser entregues fisicamente na Direcção Geral do FAS até às 10h00 do dia 08 de Junho. Apresentação de propostas electrónicas não será permitida. As propostas atrasadas serão rejeitadas.
3062,worldbank,MSME Competitiveness Project,ok,2319,,"The procurement involves acquiring vehicles for the inspection authorities and the National Metrology Institute (NMI) of the Republic of Moldova. The deliverables include various types of vehicles, specifically 4-Wheel Drive Vehicles (SUVs) and 2-Wheel Drive vehicles for NMI. The procurement is divided into three lots, with a total of 18 units required. Bidders can submit bids for one or more lots, and the evaluation will be conducted on a per-lot basis. The beneficiary of this procurement is the National Metrology Institute and the inspection authorities in Moldova.","MSME Competitiveness Project — IBRD 9423-MD, IDA 7174-MD",loan,two_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Bids must include a Bid-Securing Declaration
• Bidders may offer discounts for multiple contracts","{""tags"": [""transport""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""4-Wheel Drive Vehicles (SUV) for inspection authorities""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""2-Wheel Drive vehicle to ensure rigid fixation of the transport boxes for NMI""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Passenger' Minibus for NMI""}]}","Bids must be delivered physically to the specified address before 11:00 on June 09, 2026. Electronic bidding is not permitted. Bids should be submitted in sealed envelopes marked 'Original Bid' and 'Technical Part', with the financial part in a separate envelope. Late bids will be rejected."
2287,worldbank,"Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1)",ok,2546,,"The contract involves the Plant Design, Manufacture, Supply & Installation of Overhead and Underground Power Transmission Lines associated with the Addis Ababa Power Supply Reinforcement Project. Key tasks include the design, supply, installation, testing, and commissioning of various 132kV and 230kV transmission lines. The project is located in Ethiopia and is part of the broader Power Sector Reform, Investment and Modernization initiative. The contract duration is expected to be 730 days, with an additional 365 days for defect liability. The beneficiary of this project is the Ethiopian Electric Power.","Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1) - Additional Finance, Credit No.: IDA 75200",loan,two_envelope,24,"• Min 5 yrs experience in power sector
• Avg annual turnover USD 45 million
• Access to financial resources USD 7 million
• 2 contracts for 132kV UG lines or 1 contract for 132kV UG lines worth USD 50 million
• Detail engineering design for 132 kV UG line
• Erection & commissioning of 20 km of 132 kV UG line","{""tags"": [""energy""], ""lots"": [{""lot_number"": 5, ""lot_ref"": null, ""description"": ""Plant Design, Supply, Installation, Test and Commissioning of Kaliti I-Gofa-Addis Center-Black Lion 132kV; Cotobie-Weregenu 132kV; Gurara Lines 230kV & 132kV LiLo; and Kaliti North 132kV LiLo Transmission Lines.""}]}","Bids must be submitted in sealed envelopes as per the two-envelope bidding process. The submission should include both technical and financial proposals. The language of submission is not specified, and joint ventures or associations are permitted."
3651,worldbank,Mozambique Urban Development and Decentralization Project,ok,2189,,"The contract involves the supply, installation, configuration, and commissioning of IT infrastructure for the Municipalities Data Base. This includes hardware such as storage, servers, network components, and software licenses. The objective is to enhance capacity, performance, availability, security, and scalability for the institution's operations. The project is located in Mozambique and is funded by the World Bank. Bidders must comply with the World Bank's procurement regulations.",Mozambique National Urban Development and Decentralized Project — IDA-6490-MZ,grant,two_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Must comply with the World Bank's procurement regulations
• Bid Security of 600,000.00 MT required","{""tags"": [""digital""], ""lots"": null}","Bids must be delivered physically to the specified address on or before 09 June 2026, at 10:00 am. Electronic bidding is not permitted. Late bids will be rejected. Bids must include a bid security and will be opened publicly in the presence of designated representatives."
1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,ok,2403,,"The contract involves the Output and Performance Based Road Contract (OPBRC) in the N1 Corridor, specifically Lot 1: Gorongosa - Caia, covering a distance from km 0 to km 84 in Sofala Province. The main tasks include the rehabilitation of the road and its maintenance over a total contract period of 120 months. The project is part of the Mozambique Safer Roads for Socio-Economic Integration Program. The beneficiary is the Administração Nacional de Estradas (ANE, IP). Bidders must comply with the World Bank's procurement regulations.","Mozambique Safer Roads for Socio-Economic Integration Program, Phase I (P174639)",grant,two_envelope,120,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Must provide a Bid Security of USD 500,000.00 or MZN 32,000,000.00
• Must submit a Sexual Exploitation and Abuse (SEA) and/or Sexual Harassment (SH) Declaration","{""tags"": [""transport""], ""lots"": null}","Bids must be delivered physically to the Administração Nacional de Estradas (ANE, IP) by 10:00 hours local time on 09th of June 2026. Electronic bidding is not permitted. Bids must be submitted in sealed envelopes marked accordingly, and late bids will be rejected."
3033,worldbank,Development of Energy Resources and Mining Sector Support Phase 1 Project,ok,2637,,"L'acquisition et installation d'une plateforme pour la maintenance d'engins pour l'école MPG. Les équipements comprennent des pompes, moteurs hydrauliques, maquettes didactiques, simulateurs de freinage, cisaille à guillotine, plieuse hydraulique, rectifieuse, moteurs diesel, chariots de grues, caisses mécanicien et établis. Le projet est situé à Nouakchott, en Mauritanie. Le délai de livraison est de 04 mois. Le client est l'UGP du Projet de Développement des Ressources Énergétiques et Appui au Secteur Minier-DREAM1.",Projet de Développement des Ressources Énergétiques et Appui au Secteur Minier-DREAM1 UGP-MEP,loan,two_envelope,4,"• Soumissionnaires éligibles selon le Règlement de Passation des Marchés de la Banque mondiale
• Expérience requise dans des projets similaires
• Offres en français uniquement","{""tags"": [""energy"", ""capacity_building""], ""lots"": null}",Les offres doivent être soumises physiquement à l'adresse indiquée au plus tard le Mardi 09 juin 2026 à 12h00 GMT. La soumission électronique n'est pas autorisée. Les offres doivent être marquées 'OFFRE ORIGINALE' et 'PARTIE TECHNIQUE'.
3707,worldbank,Punjab Urban Land Systems Enhancement Project,ok,1883,,"The contract involves the procurement of an Android-based survey of Katchi Abadis in Punjab. The main tasks include conducting surveys to enhance urban land systems. The geographic scope is limited to Punjab, Pakistan. Bidders must comply with the World Bank's procurement regulations. The beneficiary of this project is the Project Management Unit-Board of Revenue.",Punjab Urban Land Systems Enhancement (PULSE) Project — Credit No. 7041-PK,loan,single_envelope,,"• Open to all eligible Bidders
• Must comply with World Bank's Procurement Regulations
• Bid Security of PKR 2,000,000 required","{""tags"": [""urban_development""], ""lots"": null}","Bids must be delivered physically to the specified address before 11:00 AM on June 9, 2026. Electronic bidding is not permitted. Late bids will be rejected, and bids will be publicly opened immediately after the submission deadline."
3747,worldbank,Regional Climate Resilience Program for Eastern and Southern Africa 1 Project (RCRP1),ok,2265,,Acquisition et acheminement de matériels et mobiliers de bureaux pour l'opérationnalisation des bureaux territoriaux du BNGRC. Le marché comprend deux lots : Lot 01 pour le mobilier de bureau et Lot 02 pour les matériels informatiques. Le délai de livraison maximum est de 30 jours pour le lot 01 et 60 jours pour le lot 02. Les soumissionnaires doivent fournir des offres fermées et répondre aux qualifications requises. Le projet est géré par l'unité de gestion de projet de la Cellule de Prévention et d'Appui à la Gestion des Urgences.,"Projet Régional pour la Résilience Climatique PRRC — P-180171, IDA N°7326-MG",loan,single_envelope,,"• Soumissionnaires éligibles selon le règlement de passation des marchés
• Offres fermées requises
• Garantie de l'offre nécessaire","{""tags"": [""governance""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""MOBILIER DE BUREAU""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""MATERIELS INFORMATIQUES""}]}",Les offres doivent être remises en personne et seront ouvertes publiquement. Les soumissionnaires peuvent obtenir des informations et les documents d'appel d'offres durant les heures de bureau. Les offres doivent inclure une garantie de l'offre.
2241,worldbank,"Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1)",ok,2560,,"The contract involves the design, manufacture, supply, and delivery of substation equipment for the Addis Ababa Power Supply Reinforcement Project. This includes Lot-3 for Gelan, Legetafo, and Sululta substations, and Lot-4 for Addis West, Cotobie, Gefersa, Kaliti II, Mekenisa, Sebeta, and Torhayloch substations. The expected duration of the contract is 12 months, with an additional 12 months for defect liability. Bidders must comply with the World Bank's Disbursement Guidelines for Investment Project Financing. The project is located in Ethiopia and is funded by the World Bank.","Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1) - Additional Finance, Credit No.: IDA 75200",loan,two_envelope,12,"• Min 5 yrs financial statements
• 2 contracts ≥ US$ 25M or 1 contract ≥ US$ 50M for Lot-3
• 2 contracts ≥ US$ 20M or 1 contract ≥ US$ 40M for Lot-4
• Documentary evidence of goods meeting requirements
• Technical submittals required","{""tags"": [""energy""], ""lots"": [{""lot_number"": 3, ""lot_ref"": null, ""description"": ""Design, Manufacture, Supply and Delivery to site for Substation Equipment of Gelan, Legetafo and Sululta substations""}, {""lot_number"": 4, ""lot_ref"": null, ""description"": ""Design, Manufacture, Supply and Delivery to site for Substation Equipment of Addis West, Cotobie, Gefersa, Kaliti II, Mekenisa, Sebeta and Torhayloch Substations""}]}","Bids must be submitted in sealed envelopes following the two-envelope bidding process. Bidders are required to provide both technical and financial proposals. The submission must comply with the requirements outlined in the bidding documents, and the evaluation will consider both technical and cost factors."
2264,worldbank,"Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1)",ok,2577,,"The procurement involves the design, supply, and installation of new substations and the extension of existing substations in Ethiopia. Specifically, it includes Lot-1, which covers the New Addis Center 132/15 kV GIS substation and extensions of several existing substations, and Lot-2, which includes the New Gurara kV GIS substation and extensions of additional existing substations. The project is part of the Addis Ababa Power Supply Reinforcement Project. The contract duration is expected to be 730 days, plus a 365-day defect liability period. The beneficiary of this project is the Ethiopian Electric Power.","Power Sector Reform, Investment and Modernization in Ethiopia (PRIME-1) - Additional Finance, Credit No.: IDA 75200",loan,two_envelope,24,"• Min 10 yrs experience in power sector
• Avg annual turnover USD 46M for Lot-1, USD 52M for Lot-2
• Financial resources: USD 7M for Lot-1, USD 8M for Lot-2
• At least 2 substation contracts of 132 kV for Lot-1
• At least 2 substation contracts of 230 kV for Lot-2","{""tags"": [""energy""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""New Addis Center 132/15 kV GIS substation and extensions of existing substations.""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""New Gurara kV GIS substation and extensions of existing substations.""}]}","Bids must be submitted in sealed envelopes as per the two-envelope bidding process. The language of submission is not specified, but bidders are advised to follow the guidelines provided in the tender documents. Joint ventures or associations are permitted."
3746,worldbank,"Health Emergency Preparedness, Response and Resilience Program Using the Multiphase Programmatic App",ok,2850,,"The Kenya Medical Supplies Authority (KEMSA) is procuring laboratory equipment under the Health Emergency Preparedness, Response and Resilience (HEPRR) Program. The contracts include the supply, delivery, installation, and commissioning of various medical equipment such as thermo-scanners, genomic sequencing equipment, and cold-chain sample referral systems. Bidders can submit bids for one or several lots as defined in the bidding documents. The procurement is open to all eligible bidders as per the World Bank's Procurement Regulations. Bids must be submitted in person by the specified deadlines.","Health Emergency Preparedness, Response and Resilience (HEPRR) Program - P180127",loan,single_envelope,,"• Open to all eligible bidders
• Must comply with World Bank's Procurement Regulations
• Bidders may bid for one or several lots","{""tags"": [""health""], ""lots"": [{""lot_number"": 1, ""lot_ref"": ""KE-KEMSA-536334-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of Thermo-Scanners, Equipment, Aids and Accessories""}, {""lot_number"": 2, ""lot_ref"": ""KE-KEMSA-539726-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of Equipment for Genomic Sequencing""}, {""lot_number"": 3, ""lot_ref"": ""KE-KEMSA-538359-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of a Comprehensive Cold-Chain Sample Referral System""}, {""lot_number"": 4, ""lot_ref"": ""KE-KEMSA-537819-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of Specialized Equipment for a Reference Lab; 1 No. Liquid Chromatography-tandem Mass Spectrometer""}, {""lot_number"": 5, ""lot_ref"": ""KE-KEMSA-537792-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of 5 No. dissolution tester units, 1 No. High performance liquid chromatograph (HPLC) with fluorescent detector and 1 No. High performance liquid chromatograph (HPLC) with refractive index detector""}, {""lot_number"": 6, ""lot_ref"": ""KE-KEMSA-537805-GO-RFB"", ""description"": ""Supply, Delivery, Installation and Commissioning of Assorted Testing Equipment: 1 No. Automated Ultraviolet absorbance reader and 1 No. Capillary Electrophoresis equipment""}]}",Bids must be delivered in person to KEMSA's New Office Complex by the specified deadlines. Electronic bidding is not permitted. Bids will be publicly opened at the Conference Hall in the presence of designated representatives and anyone who chooses to attend.
3749,worldbank,Water Services and Institutional Support Project,ok,2234,,"The procurement involves the construction and reconstruction of water supply networks and facilities in the Syrdarya district of Uzbekistan. The main tasks include improving water supply in the Syrdarya, Gulistan, and Saykhunabad districts, as well as Yangiyer city. The project is part of the Water Services and Institutional Support Project (WASIS) funded by the World Bank. The construction works are expected to be completed within a period of 23 months. The beneficiary of this project is 'Syrdarya Suv Ta'minoti' JSC.",Water Services and Institutional Support Project (WASIS) — IDA-6554-UZ and IDA-6555-UZ,loan,single_envelope,23,"• Open to all Bidders as defined in the Procurement Regulations
• Must submit a Bid-Securing Declaration
• Bids must be delivered by the deadline","{""tags"": [""water_sanitation""], ""lots"": null}","Bids must be delivered physically to the specified address by 16:00 (Tashkent time) on June 10, 2026. Electronic bidding is not permitted. Late bids will be rejected. Bidders' designated representatives may attend the public opening of bids at the same address."
3719,worldbank,Digital Governance and Economy Project,ok,2611,,"O contrato envolve a reabilitação dos escritórios dos Serviços Provinciais de Identificação Civil (SPIC) nas províncias de Nampula e Inhambane. As obras devem ser concluídas de acordo com as especificações do documento do concurso. O projeto é parte do Projeto de Economia Digital e Governo Electrónico – EDGE, financiado pelo Banco Mundial. Os concorrentes devem apresentar propostas seladas e cumprir com os requisitos de qualificação estabelecidos. A entrega das propostas deve ser feita até a data limite especificada, e a visita ao local das obras é obrigatória.",Projecto de Economia Digital e Governo Electrónico – EDGE (P172350),loan,single_envelope,,"• Alvará de obras de 4ª Classe
• Mínimo de 2 contratos nos últimos 7 anos
• Cada contrato com valor mínimo de ,00 MZN
• Sem margem de preferência para fornecedores nacionais","{""tags"": [], ""lots"": [{""lot_number"": 1, ""lot_ref"": ""Lote (I)- Nampula"", ""description"": ""Reabilitação dos escritórios dos Serviços Provinciais de Identificação Civil em Nampula.""}, {""lot_number"": 2, ""lot_ref"": ""Lote (II)- Inhambane"", ""description"": ""Reabilitação dos escritórios dos Serviços Provinciais de Identificação Civil em Inhambane.""}]}","As propostas devem ser entregues fisicamente no endereço indicado até 10 de Junho de 2026, às 10:15 horas, em português. Não será permitida a contratação por via eletrónica. As propostas devem ser acompanhadas de uma Garantia Bancária de Proposta com validade de 148 dias."
3751,worldbank,Regional Climate Resilience Program for Eastern and Southern Africa 1 Project (RCRP1),ok,2342,,A proposta é para a construção/reabilitação do Dique de Nante na Bacia do Rio Licungo. As principais tarefas incluem a execução de obras de infraestrutura hídrica. O projeto está localizado em Moçambique e deve ser iniciado em Agosto de 2026. As propostas devem ser apresentadas em português e não serão aceitas propostas eletrônicas. O beneficiário do projeto é a Direcção Nacional de Gestão de Recursos Hídricos.,Projecto Regional De Resiliência Climática em Moçambique — IDA-E1950,loan,single_envelope,,"• Concorrentes elegíveis
• Propostas em português
• Garantia Provisória de 12,000,000 Meticais","{""tags"": [""environment_social""], ""lots"": null}","As propostas devem ser entregues fisicamente no Ministério das Obras Públicas, Habitação e Recursos Hídricos, Departamento das Aquisições, até às 10:00 horas do dia especificado. A apresentação de propostas eletrônicas não será permitida e propostas tardias serão rejeitadas."
3671,worldbank,Electricity Distribution Efficiency Improvement Project,ok,2138,,"The contract involves the design, supply, and installation of reconductoring with HTLS at the 132kV Transmission Line from Jamshoro to Qasimabad and Hala Road, as well as from Jamshoro to Rajputana and Hala Road. The project aims to improve electricity distribution efficiency in the region. Bidders are required to submit sealed bids for this work. The project is funded by the World Bank, and the bidding documents are available in English. A pre-bid meeting is scheduled to discuss the project details.",Electricity Distribution Efficiency Improvement Project (EDEIP) — IBRD -93180-PK,loan,single_envelope,,"• Open to all eligible Bidders as defined in the Procurement Regulations
• Bidders must inform the Purchaser of their interest
• Bid Security required","{""tags"": [""energy""], ""lots"": null}","Bids must be delivered to the Chief Engineer (Development) PMU HESCO by 10 June 2026 at 11:00 AM. Electronic bidding is not permitted, and late bids will be rejected. Bids will be publicly opened on the same date in the presence of designated representatives."
3011,worldbank,Growing up Healthy Together: Comprehensive Early Childhood Development in El Salvador,ok,2714,,"Se requieren servicios de alojamiento, alimentación y uso de instalaciones para jornadas técnicas vinculadas al proceso de certificación de establecimientos de salud bajo el modelo de maternidades Nacer con Cariño. Los servicios se llevarán a cabo en varias zonas de El Salvador, incluyendo la zona metropolitana, paracentral, central, occidental y oriental. El Ministerio de Salud es el beneficiario de estos servicios. Las ofertas deben cumplir con las regulaciones de adquisiciones del Banco Mundial y se espera que sean presentadas en sobres sellados.",CRECIENDO SALUDABLES JUNTOS: DESARROLLO DE LA PRIMERA INFANCIA EN EL SALVADOR — BIRF N° 9065-SV,loan,single_envelope,,"• Licitantes elegibles según regulaciones del Banco Mundial
• Presentación de ofertas en sobres sellados
• Cumplimiento de las regulaciones de adquisiciones","{""tags"": [""health""], ""lots"": [{""lot_number"": 1, ""lot_ref"": null, ""description"": ""Servicio de Alimentación y uso de Instalaciones en Zona Metropolitana de El Salvador.""}, {""lot_number"": 2, ""lot_ref"": null, ""description"": ""Servicio de Alimentación y uso de Instalaciones en Zona Paracentral de El Salvador.""}, {""lot_number"": 3, ""lot_ref"": null, ""description"": ""Servicio de Alimentación y uso de Instalaciones en Zona Central de El Salvador.""}, {""lot_number"": 4, ""lot_ref"": null, ""description"": ""Servicio de Alimentación y uso de Instalaciones en Zona Occidental de El Salvador.""}, {""lot_number"": 5, ""lot_ref"": null, ""description"": ""Servicio de Alimentación y uso de Instalaciones en Zona Oriental de El Salvador.""}]}",Las ofertas deben ser presentadas en sobres sellados y dirigidas a la UGPPI del Ministerio de Salud. No se permite la presentación electrónica de las ofertas. La fecha límite para la presentación es el 10 de junio de 2026 a las 10:00 a.m.
